date,state,city_county,address,nkill,ninjured,operations
7-Apr-17,North Carolina,Hickory,1423 29th Ave Dr NE,3,1,N/A
7-Apr-17,Texas,Houston,3829 Mount Pleasant St,5,0,N/A
7-Apr-17,Minnesota,Saint Paul,1600 block of English St,4,1,N/A
7-Apr-17,Illinois,Chicago,5600 block of W Lake St,1,5,N/A
6-Apr-17,Louisiana,Lake Charles,2000 block of Tulip St,1,3,N/A
3-Apr-17,Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,N/A
3-Apr-17,Texas,Lubbock,5401 Ave Q,0,7,N/A
2-Apr-17,Illinois,Chicago,3500 block of West Van Buren Street,2,4,N/A
2-Apr-17,Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,N/A
1-Apr-17,California,Pittsburg,100 block of Madoline Street,0,5,N/A
1-Apr-17,Florida,Tampa,219 S Howard Ave,1,4,N/A
1-Apr-17,Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3,N/A
30-Mar-17,Illinois,Chicago,2704 E 75th St,4,0,N/A
27-Mar-17,Florida,Sanford,209 Hays Dr,2,4,N/A
26-Mar-17,Texas,Houston,5619 Aldine Bender Rd,2,4,N/A
26-Mar-17,Ohio,Cincinnati,4601 Kellogg Ave,2,15,N/A
26-Mar-17,Ohio,Cleveland,E 75th St,2,2,N/A
25-Mar-17,Michigan,Detroit,8443 Grand River Ave,1,3,N/A
25-Mar-17,Tennessee,Knoxville,Minnesota Avenue,1,4,N/A
25-Mar-17,Ohio,Cleveland,E 79th St and Woodland Ave,2,2,N/A
24-Mar-17,California,Fresno,300 block of South Villa Avenue,1,4,N/A
24-Mar-17,Missouri,Saint Louis,5100 block of Palm St,1,6,N/A
22-Mar-17,Wisconsin,Rothschild,1133 E Grand Ave,5,0,N/A
19-Mar-17,Kentucky,Louisville,1512 Portland Avenue,1,5,N/A
18-Mar-17,Michigan,Detroit,16000 block of Rutherford,3,2,N/A
15-Mar-17,Louisiana,Metairie,2508 Pasadena Ave,3,1,N/A
10-Mar-17,Illinois,Chicago,123 E 51st St,2,2,N/A
10-Mar-17,Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,N/A
7-Mar-17,Illinois,Chicago,West 76th Street and South May streets,0,4,N/A
5-Mar-17,Georgia,Columbus,600 block of 32nd Street,0,4,N/A
4-Mar-17,Kansas,Topeka,23rd and Bellview,1,4,N/A
4-Mar-17,California,Sacramento,2500 block of 33rd St,0,4,N/A
3-Mar-17,Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,N/A
3-Mar-17,California,Riverside,8300 block of Trey Ave,0,5,N/A
28-Feb-17,Ohio,Cincinnati,1700 of Casey Drive,0,6,N/A
27-Feb-17,Virginia,Newport News,11810 Fountain Way,0,4,N/A
26-Feb-17,Indiana,Gary,1700 block of Grant St,1,4,N/A
25-Feb-17,Ohio,Warren,1564 Niles Cortland Rd SE,2,3,N/A
25-Feb-17,Florida,Jacksonville,3604 Moncrief Rd,1,4,N/A
22-Feb-17,New York,Rochester,191 Genesee St,0,4,N/A
21-Feb-17,Ohio,Cleveland,16700 Lorain Ave,0,4,N/A
21-Feb-17,Mississippi,Toomsuba,Butts Road,4,0,N/A
20-Feb-17,Ohio,Cleveland,1082 East 105th Street,0,5,N/A
19-Feb-17,Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3,N/A
18-Feb-17,Pennsylvania,Philadelphia,1 block of N Conestoga,0,4,N/A
18-Feb-17,Indiana,South Bend,1000 block of Yukon St,1,3,N/A
15-Feb-17,California,Salinas,30 Soledad Street,0,4,N/A
15-Feb-17,Illinois,Chicago,3949 South Albany Avenue,3,2,N/A
12-Feb-17,Missouri,Caruthersville,908 Truman Blvd,1,6,N/A
12-Feb-17,New York,Newburgh,253 South William Street,1,3,N/A
12-Feb-17,Florida,Greenville,Church Ave and Obadiah St,0,5,N/A
11-Feb-17,Tennessee,Savannah,Clifton Road and Midway Drive,0,4,N/A
11-Feb-17,Illinois,Chicago,100 block of North Mayfield,1,3,N/A
10-Feb-17,Louisiana,New Orleans,2nd St and Dryades St,1,5,N/A
9-Feb-17,Mississippi,Jackson,3150 Robinson Road,4,0,N/A
8-Feb-17,Ohio,Cleveland,16379 Euclid Ave,1,4,N/A
7-Feb-17,South Carolina,Columbia,5500 block of Fairfield Road,0,4,N/A
7-Feb-17,Arkansas,Little Rock,25 Par Drive,1,4,N/A
6-Feb-17,Mississippi,Yazoo City,11th Street,4,0,N/A
31-Jan-17,Tennessee,Memphis,1576 S White Station Rd,0,4,N/A
31-Jan-17,District of Columbia,Washington,2900 block of Martin Luther King Jr Ave,0,4,N/A
30-Jan-17,Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4,N/A
29-Jan-17,Louisiana,Shreveport,6363 Hearne Ave,1,4,N/A
27-Jan-17,Tennessee,Brownsville,221 Morgan St,0,10,N/A
26-Jan-17,Georgia,Albany,1510 Maryland Drive,2,3,N/A
25-Jan-17,Illinois,Chicago,500 block of E 75th St,0,6,N/A
22-Jan-17,Illinois,Chicago (Englewood),1800 block of W 63rd,0,4,N/A
22-Jan-17,Texas,Manvel,200 block of Oak Shore Dr,3,2,N/A
22-Jan-17,Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,N/A
21-Jan-17,Georgia,Jonesboro,6510 Tara Blvd,0,6,N/A
21-Jan-17,Florida,Boynton Beach,500 NE 2nd St,0,5,N/A
21-Jan-17,Tennessee,Memphis,500 block of Delta Road,2,2,N/A
20-Jan-17,Mississippi,Como,Smart Road,1,4,N/A
20-Jan-17,California,Fresno,4700 block of E Montecito Ave,0,4,N/A
16-Jan-17,Texas,Houston,8535 Martin Luther King Boulevard,0,4,N/A
16-Jan-17,Florida,Miami,6011 NW 32nd Ave,0,8,N/A
15-Jan-17,Colorado,Capulin,County Road Y,3,1,N/A
15-Jan-17,Mississippi,Magnolia,6000 block of Church Road,1,4,N/A
12-Jan-17,Missouri,Kansas City,8607 E 61st Terrace,3,2,N/A
12-Jan-17,California,Salinas,500 block of Sunrise St,2,2,N/A
11-Jan-17,New Jersey,Newark,Hawkins Street and Christie Street,1,3,N/A
11-Jan-17,Illinois,Chicago,4200 block of S Talman,1,3,N/A
7-Jan-17,Michigan,Flint,2500 block of Churchill Ave,1,3,N/A
6-Jan-17,California,Pasadena,100 block of W Claremont St,2,2,N/A
6-Jan-17,Florida,Fort Lauderdale,100 Terminal Dr,5,6,N/A
4-Jan-17,California,Fontana,14520 Village Drive,3,1,N/A
3-Jan-17,Texas,Allen,500 block of Hawthorne Drive,0,4,N/A
1-Jan-17,Mississippi,Winstonville,114 North Greyer Street,0,5,N/A
1-Jan-17,Texas,Dallas,9220 Skillman Street,1,3,N/A
1-Jan-17,Florida,Miami,8000 block of NW 14th Ave,0,7,N/A
