"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-10-25 19:48:51 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
Latvia,"Syrian Arab Rep.",2012,June,2
Latvia,"Syrian Arab Rep.",2012,July,1
Latvia,"Syrian Arab Rep.",2012,September,3
Latvia,"Syrian Arab Rep.",2012,October,2
Latvia,"Syrian Arab Rep.",2012,November,5
Latvia,"Syrian Arab Rep.",2012,December,4
Latvia,"Syrian Arab Rep.",2013,January,2
Latvia,"Syrian Arab Rep.",2013,February,4
Latvia,"Syrian Arab Rep.",2013,March,2
Latvia,"Syrian Arab Rep.",2013,April,1
Latvia,"Syrian Arab Rep.",2013,May,3
Latvia,"Syrian Arab Rep.",2013,August,1
Latvia,"Syrian Arab Rep.",2013,September,1
Latvia,"Syrian Arab Rep.",2013,October,1
Latvia,"Syrian Arab Rep.",2014,March,3
Latvia,"Syrian Arab Rep.",2014,April,1
Latvia,"Syrian Arab Rep.",2014,May,1
Latvia,"Syrian Arab Rep.",2014,June,13
Latvia,"Syrian Arab Rep.",2014,July,5
Latvia,"Syrian Arab Rep.",2014,September,4
Latvia,"Syrian Arab Rep.",2014,October,1
Latvia,"Syrian Arab Rep.",2014,November,6
Latvia,"Syrian Arab Rep.",2015,May,1
Latvia,"Syrian Arab Rep.",2015,June,5
Malta,"Syrian Arab Rep.",2010,January,2
Malta,"Syrian Arab Rep.",2010,February,1
Malta,"Syrian Arab Rep.",2010,August,2
Malta,"Syrian Arab Rep.",2010,September,2
Malta,"Syrian Arab Rep.",2010,December,1
Malta,"Syrian Arab Rep.",2011,May,4
Malta,"Syrian Arab Rep.",2011,July,4
Malta,"Syrian Arab Rep.",2011,August,2
Malta,"Syrian Arab Rep.",2011,September,5
Malta,"Syrian Arab Rep.",2011,October,70
Malta,"Syrian Arab Rep.",2011,November,27
Malta,"Syrian Arab Rep.",2011,December,10
Malta,"Syrian Arab Rep.",2012,January,10
Malta,"Syrian Arab Rep.",2012,February,7
Malta,"Syrian Arab Rep.",2012,March,12
Malta,"Syrian Arab Rep.",2012,April,12
Malta,"Syrian Arab Rep.",2012,May,11
Malta,"Syrian Arab Rep.",2012,June,2
Malta,"Syrian Arab Rep.",2012,July,3
Malta,"Syrian Arab Rep.",2012,August,1
Malta,"Syrian Arab Rep.",2012,September,17
Malta,"Syrian Arab Rep.",2012,October,23
Malta,"Syrian Arab Rep.",2012,November,12
Malta,"Syrian Arab Rep.",2012,December,37
Malta,"Syrian Arab Rep.",2013,January,9
Malta,"Syrian Arab Rep.",2013,February,13
Malta,"Syrian Arab Rep.",2013,March,41
Malta,"Syrian Arab Rep.",2013,April,20
Malta,"Syrian Arab Rep.",2013,May,3
Malta,"Syrian Arab Rep.",2013,June,31
Latvia,"Syrian Arab Rep.",2016,February,*
Latvia,"Syrian Arab Rep.",2016,April,10
Latvia,"Syrian Arab Rep.",2016,June,18
Latvia,"Syrian Arab Rep.",2016,August,17
Latvia,"Syrian Arab Rep.",2016,September,13
Latvia,"Syrian Arab Rep.",2016,October,48
Latvia,"Syrian Arab Rep.",2016,November,24
Latvia,"Syrian Arab Rep.",2016,December,15
Latvia,"Syrian Arab Rep.",2017,January,33
Latvia,"Syrian Arab Rep.",2017,February,31
Latvia,"Syrian Arab Rep.",2017,March,24
Latvia,"Syrian Arab Rep.",2017,April,38
Latvia,"Syrian Arab Rep.",2017,June,9
Latvia,"Syrian Arab Rep.",2017,July,*
Malta,"Syrian Arab Rep.",2013,July,37
Malta,"Syrian Arab Rep.",2013,August,12
Malta,"Syrian Arab Rep.",2013,September,17
Malta,"Syrian Arab Rep.",2013,October,11
Malta,"Syrian Arab Rep.",2013,November,28
Malta,"Syrian Arab Rep.",2013,December,28
Malta,"Syrian Arab Rep.",2014,January,30
Malta,"Syrian Arab Rep.",2014,February,15
Malta,"Syrian Arab Rep.",2014,March,18
Malta,"Syrian Arab Rep.",2014,April,15
Malta,"Syrian Arab Rep.",2014,May,18
Malta,"Syrian Arab Rep.",2014,June,37
Malta,"Syrian Arab Rep.",2014,July,16
Malta,"Syrian Arab Rep.",2014,August,25
Malta,"Syrian Arab Rep.",2014,September,38
Malta,"Syrian Arab Rep.",2014,October,52
Malta,"Syrian Arab Rep.",2014,November,15
Malta,"Syrian Arab Rep.",2014,December,26
Malta,"Syrian Arab Rep.",2015,January,13
Malta,"Syrian Arab Rep.",2015,February,9
Malta,"Syrian Arab Rep.",2015,March,11
Malta,"Syrian Arab Rep.",2015,April,10
Malta,"Syrian Arab Rep.",2015,May,17
Malta,"Syrian Arab Rep.",2015,June,18
Malta,"Syrian Arab Rep.",2015,July,26
Malta,"Syrian Arab Rep.",2015,August,24
Malta,"Syrian Arab Rep.",2015,September,56
Malta,"Syrian Arab Rep.",2015,October,96
Malta,"Syrian Arab Rep.",2015,November,87
Malta,"Syrian Arab Rep.",2015,December,31
Malta,"Syrian Arab Rep.",2016,January,26
Malta,"Syrian Arab Rep.",2016,February,29
Malta,"Syrian Arab Rep.",2016,March,35
Malta,"Syrian Arab Rep.",2016,April,15
Malta,"Syrian Arab Rep.",2016,May,25
Malta,"Syrian Arab Rep.",2016,June,27
Malta,"Syrian Arab Rep.",2016,July,17
Malta,"Syrian Arab Rep.",2016,August,17
Malta,"Syrian Arab Rep.",2016,September,26
Malta,"Syrian Arab Rep.",2016,October,29
Malta,"Syrian Arab Rep.",2016,November,15
Malta,"Syrian Arab Rep.",2016,December,26
Malta,"Syrian Arab Rep.",2017,January,29
Malta,"Syrian Arab Rep.",2017,February,31
Malta,"Syrian Arab Rep.",2017,March,37
Malta,"Syrian Arab Rep.",2017,April,18
Malta,"Syrian Arab Rep.",2017,May,55
Malta,"Syrian Arab Rep.",2017,June,38
Malta,"Syrian Arab Rep.",2017,July,61
Luxembourg,"Syrian Arab Rep.",2010,April,10
Luxembourg,"Syrian Arab Rep.",2010,May,1
Luxembourg,"Syrian Arab Rep.",2010,June,3
Luxembourg,"Syrian Arab Rep.",2010,July,1
Luxembourg,"Syrian Arab Rep.",2010,December,4
Luxembourg,"Syrian Arab Rep.",2011,January,4
Luxembourg,"Syrian Arab Rep.",2011,May,1
Luxembourg,"Syrian Arab Rep.",2011,June,3
Luxembourg,"Syrian Arab Rep.",2011,October,2
Luxembourg,"Syrian Arab Rep.",2011,December,1
Luxembourg,"Syrian Arab Rep.",2012,January,1
Luxembourg,"Syrian Arab Rep.",2012,February,1
Luxembourg,"Syrian Arab Rep.",2012,April,2
Luxembourg,"Syrian Arab Rep.",2012,May,2
Luxembourg,"Syrian Arab Rep.",2012,July,1
Luxembourg,"Syrian Arab Rep.",2012,August,1
Luxembourg,"Syrian Arab Rep.",2012,September,4
Luxembourg,"Syrian Arab Rep.",2012,December,2
Luxembourg,"Syrian Arab Rep.",2013,February,2
Luxembourg,"Syrian Arab Rep.",2013,March,3
Luxembourg,"Syrian Arab Rep.",2013,April,2
Luxembourg,"Syrian Arab Rep.",2013,May,1
Luxembourg,"Syrian Arab Rep.",2013,June,3
Luxembourg,"Syrian Arab Rep.",2013,July,4
Luxembourg,"Syrian Arab Rep.",2013,August,1
Luxembourg,"Syrian Arab Rep.",2013,September,4
Luxembourg,"Syrian Arab Rep.",2013,November,3
Luxembourg,"Syrian Arab Rep.",2013,December,1
Luxembourg,"Syrian Arab Rep.",2014,January,3
Luxembourg,"Syrian Arab Rep.",2014,February,2
Luxembourg,"Syrian Arab Rep.",2014,March,6
Luxembourg,"Syrian Arab Rep.",2014,April,3
Luxembourg,"Syrian Arab Rep.",2014,May,11
Luxembourg,"Syrian Arab Rep.",2014,June,10
Luxembourg,"Syrian Arab Rep.",2014,July,1
Luxembourg,"Syrian Arab Rep.",2014,August,11
Luxembourg,"Syrian Arab Rep.",2014,September,11
Luxembourg,"Syrian Arab Rep.",2014,October,14
Luxembourg,"Syrian Arab Rep.",2014,November,6
Luxembourg,"Syrian Arab Rep.",2014,December,9
Luxembourg,"Syrian Arab Rep.",2015,February,4
Luxembourg,"Syrian Arab Rep.",2015,March,11
Luxembourg,"Syrian Arab Rep.",2015,April,9
Luxembourg,"Syrian Arab Rep.",2015,May,1
Luxembourg,"Syrian Arab Rep.",2015,June,8
Luxembourg,"Syrian Arab Rep.",2015,July,20
Luxembourg,"Syrian Arab Rep.",2015,August,56
Luxembourg,"Syrian Arab Rep.",2015,September,141
Luxembourg,"Syrian Arab Rep.",2015,October,114
Luxembourg,"Syrian Arab Rep.",2015,November,131
Luxembourg,"Syrian Arab Rep.",2015,December,145
Luxembourg,"Syrian Arab Rep.",2016,January,71
Luxembourg,"Syrian Arab Rep.",2016,February,17
Luxembourg,"Syrian Arab Rep.",2016,March,5
Luxembourg,"Syrian Arab Rep.",2016,April,10
Luxembourg,"Syrian Arab Rep.",2016,May,11
Luxembourg,"Syrian Arab Rep.",2016,June,36
Luxembourg,"Syrian Arab Rep.",2016,July,17
Luxembourg,"Syrian Arab Rep.",2016,August,39
Luxembourg,"Syrian Arab Rep.",2016,September,16
Luxembourg,"Syrian Arab Rep.",2016,October,16
Luxembourg,"Syrian Arab Rep.",2016,November,19
Luxembourg,"Syrian Arab Rep.",2016,December,32
Luxembourg,"Syrian Arab Rep.",2017,January,49
Luxembourg,"Syrian Arab Rep.",2017,February,30
Luxembourg,"Syrian Arab Rep.",2017,March,53
Luxembourg,"Syrian Arab Rep.",2017,April,27
Luxembourg,"Syrian Arab Rep.",2017,May,25
Luxembourg,"Syrian Arab Rep.",2017,June,15
Luxembourg,"Syrian Arab Rep.",2017,July,27
Netherlands,"Syrian Arab Rep.",2010,January,7
Netherlands,"Syrian Arab Rep.",2010,February,9
Netherlands,"Syrian Arab Rep.",2010,March,11
Netherlands,"Syrian Arab Rep.",2010,April,12
Netherlands,"Syrian Arab Rep.",2010,May,6
Netherlands,"Syrian Arab Rep.",2010,June,5
Netherlands,"Syrian Arab Rep.",2010,July,5
Netherlands,"Syrian Arab Rep.",2010,August,12
Netherlands,"Syrian Arab Rep.",2010,September,9
Netherlands,"Syrian Arab Rep.",2010,October,8
Netherlands,"Syrian Arab Rep.",2010,November,20
Netherlands,"Syrian Arab Rep.",2010,December,21
Netherlands,"Syrian Arab Rep.",2011,January,9
Netherlands,"Syrian Arab Rep.",2011,February,5
Netherlands,"Syrian Arab Rep.",2011,March,6
Netherlands,"Syrian Arab Rep.",2011,April,6
Netherlands,"Syrian Arab Rep.",2011,May,5
Netherlands,"Syrian Arab Rep.",2011,June,17
Netherlands,"Syrian Arab Rep.",2011,July,14
Netherlands,"Syrian Arab Rep.",2011,August,14
Netherlands,"Syrian Arab Rep.",2011,September,26
Netherlands,"Syrian Arab Rep.",2011,October,29
Netherlands,"Syrian Arab Rep.",2011,November,23
Netherlands,"Syrian Arab Rep.",2011,December,14
Netherlands,"Syrian Arab Rep.",2012,January,18
Netherlands,"Syrian Arab Rep.",2012,February,27
Netherlands,"Syrian Arab Rep.",2012,March,14
Netherlands,"Syrian Arab Rep.",2012,April,12
Netherlands,"Syrian Arab Rep.",2012,May,28
Netherlands,"Syrian Arab Rep.",2012,June,25
Netherlands,"Syrian Arab Rep.",2012,July,16
Netherlands,"Syrian Arab Rep.",2012,August,28
Netherlands,"Syrian Arab Rep.",2012,September,54
Netherlands,"Syrian Arab Rep.",2012,October,75
Netherlands,"Syrian Arab Rep.",2012,November,94
Netherlands,"Syrian Arab Rep.",2012,December,63
Netherlands,"Syrian Arab Rep.",2013,January,111
Netherlands,"Syrian Arab Rep.",2013,February,104
Netherlands,"Syrian Arab Rep.",2013,March,126
Netherlands,"Syrian Arab Rep.",2013,April,127
Netherlands,"Syrian Arab Rep.",2013,May,126
Netherlands,"Syrian Arab Rep.",2013,June,165
Netherlands,"Syrian Arab Rep.",2013,July,197
Netherlands,"Syrian Arab Rep.",2013,August,212
Netherlands,"Syrian Arab Rep.",2013,September,322
Netherlands,"Syrian Arab Rep.",2013,October,373
Netherlands,"Syrian Arab Rep.",2013,November,413
Netherlands,"Syrian Arab Rep.",2013,December,397
Netherlands,"Syrian Arab Rep.",2014,January,434
Netherlands,"Syrian Arab Rep.",2014,February,242
Netherlands,"Syrian Arab Rep.",2014,March,308
Netherlands,"Syrian Arab Rep.",2014,April,519
Netherlands,"Syrian Arab Rep.",2014,May,639
Netherlands,"Syrian Arab Rep.",2014,June,885
Netherlands,"Syrian Arab Rep.",2014,July,1087
Netherlands,"Syrian Arab Rep.",2014,August,1107
Netherlands,"Syrian Arab Rep.",2014,September,1653
Netherlands,"Syrian Arab Rep.",2014,October,851
Netherlands,"Syrian Arab Rep.",2014,November,514
Netherlands,"Syrian Arab Rep.",2014,December,509
Netherlands,"Syrian Arab Rep.",2015,January,315
Netherlands,"Syrian Arab Rep.",2015,February,189
Netherlands,"Syrian Arab Rep.",2015,March,192
Netherlands,"Syrian Arab Rep.",2015,April,236
Netherlands,"Syrian Arab Rep.",2015,May,445
Netherlands,"Syrian Arab Rep.",2015,June,737
Netherlands,"Syrian Arab Rep.",2015,July,1121
Netherlands,"Syrian Arab Rep.",2015,August,2838
Netherlands,"Syrian Arab Rep.",2015,September,4063
Netherlands,"Syrian Arab Rep.",2015,October,5252
Netherlands,"Syrian Arab Rep.",2015,November,2402
Netherlands,"Syrian Arab Rep.",2015,December,885
Netherlands,"Syrian Arab Rep.",2016,January,702
Netherlands,"Syrian Arab Rep.",2016,February,338
Netherlands,"Syrian Arab Rep.",2016,March,127
Netherlands,"Syrian Arab Rep.",2016,April,101
Netherlands,"Syrian Arab Rep.",2016,May,104
Netherlands,"Syrian Arab Rep.",2016,June,92
Netherlands,"Syrian Arab Rep.",2016,July,127
Netherlands,"Syrian Arab Rep.",2016,August,110
Netherlands,"Syrian Arab Rep.",2016,September,174
Netherlands,"Syrian Arab Rep.",2016,October,147
Netherlands,"Syrian Arab Rep.",2016,November,107
Netherlands,"Syrian Arab Rep.",2016,December,287
Netherlands,"Syrian Arab Rep.",2017,January,152
Netherlands,"Syrian Arab Rep.",2017,February,139
Netherlands,"Syrian Arab Rep.",2017,March,174
Netherlands,"Syrian Arab Rep.",2017,April,131
Netherlands,"Syrian Arab Rep.",2017,May,187
Norway,"Syrian Arab Rep.",2010,January,6
Norway,"Syrian Arab Rep.",2010,February,22
Norway,"Syrian Arab Rep.",2010,March,10
Norway,"Syrian Arab Rep.",2010,April,8
Norway,"Syrian Arab Rep.",2010,May,5
Norway,"Syrian Arab Rep.",2010,June,2
Norway,"Syrian Arab Rep.",2010,July,5
Norway,"Syrian Arab Rep.",2010,August,13
Norway,"Syrian Arab Rep.",2010,September,8
Norway,"Syrian Arab Rep.",2010,October,10
Norway,"Syrian Arab Rep.",2010,November,14
Norway,"Syrian Arab Rep.",2010,December,7
Norway,"Syrian Arab Rep.",2011,January,21
Norway,"Syrian Arab Rep.",2011,February,6
Norway,"Syrian Arab Rep.",2011,March,8
Norway,"Syrian Arab Rep.",2011,April,10
Norway,"Syrian Arab Rep.",2011,May,6
Norway,"Syrian Arab Rep.",2011,June,8
Norway,"Syrian Arab Rep.",2011,July,12
Norway,"Syrian Arab Rep.",2011,August,21
Norway,"Syrian Arab Rep.",2011,September,21
Norway,"Syrian Arab Rep.",2011,October,29
Norway,"Syrian Arab Rep.",2011,November,20
Norway,"Syrian Arab Rep.",2011,December,27
Norway,"Syrian Arab Rep.",2012,January,21
Norway,"Syrian Arab Rep.",2012,February,2
Norway,"Syrian Arab Rep.",2012,March,12
Norway,"Syrian Arab Rep.",2012,April,18
Norway,"Syrian Arab Rep.",2012,May,13
Norway,"Syrian Arab Rep.",2012,June,30
Norway,"Syrian Arab Rep.",2012,July,23
Norway,"Syrian Arab Rep.",2012,August,33
Norway,"Syrian Arab Rep.",2012,September,38
Norway,"Syrian Arab Rep.",2012,October,48
Norway,"Syrian Arab Rep.",2012,November,45
Norway,"Syrian Arab Rep.",2012,December,29
Norway,"Syrian Arab Rep.",2013,January,45
Norway,"Syrian Arab Rep.",2013,February,34
Norway,"Syrian Arab Rep.",2013,March,36
Norway,"Syrian Arab Rep.",2013,April,46
Norway,"Syrian Arab Rep.",2013,May,45
Norway,"Syrian Arab Rep.",2013,June,53
Norway,"Syrian Arab Rep.",2013,July,92
Norway,"Syrian Arab Rep.",2013,August,99
Norway,"Syrian Arab Rep.",2013,September,106
Norway,"Syrian Arab Rep.",2013,October,116
Norway,"Syrian Arab Rep.",2013,November,87
Norway,"Syrian Arab Rep.",2013,December,109
Norway,"Syrian Arab Rep.",2014,January,118
Norway,"Syrian Arab Rep.",2014,February,69
Norway,"Syrian Arab Rep.",2014,March,95
Norway,"Syrian Arab Rep.",2014,April,88
Norway,"Syrian Arab Rep.",2014,May,133
Norway,"Syrian Arab Rep.",2014,June,186
Norway,"Syrian Arab Rep.",2014,July,173
Norway,"Syrian Arab Rep.",2014,August,247
Norway,"Syrian Arab Rep.",2014,September,293
Norway,"Syrian Arab Rep.",2014,October,210
Norway,"Syrian Arab Rep.",2014,November,178
Norway,"Syrian Arab Rep.",2014,December,188
Norway,"Syrian Arab Rep.",2015,January,114
Norway,"Syrian Arab Rep.",2015,February,83
Norway,"Syrian Arab Rep.",2015,March,76
Norway,"Syrian Arab Rep.",2015,April,89
Norway,"Syrian Arab Rep.",2015,May,94
Norway,"Syrian Arab Rep.",2015,June,178
Norway,"Syrian Arab Rep.",2015,July,310
Norway,"Syrian Arab Rep.",2015,August,865
Norway,"Syrian Arab Rep.",2015,September,2642
Norway,"Syrian Arab Rep.",2015,October,3394
Norway,"Syrian Arab Rep.",2015,November,2405
Norway,"Syrian Arab Rep.",2015,December,270
Norway,"Syrian Arab Rep.",2016,January,85
Norway,"Syrian Arab Rep.",2016,February,53
Norway,"Syrian Arab Rep.",2016,March,41
Norway,"Syrian Arab Rep.",2016,April,31
Norway,"Syrian Arab Rep.",2016,May,26
Norway,"Syrian Arab Rep.",2016,June,44
Norway,"Syrian Arab Rep.",2016,July,42
Norway,"Syrian Arab Rep.",2016,August,51
Norway,"Syrian Arab Rep.",2016,September,63
Norway,"Syrian Arab Rep.",2016,October,24
Norway,"Syrian Arab Rep.",2016,November,34
Norway,"Syrian Arab Rep.",2016,December,35
Norway,"Syrian Arab Rep.",2017,January,168
Norway,"Syrian Arab Rep.",2017,February,62
Norway,"Syrian Arab Rep.",2017,March,116
Norway,"Syrian Arab Rep.",2017,April,87
Norway,"Syrian Arab Rep.",2017,May,138
Norway,"Syrian Arab Rep.",2017,June,207
"New Zealand","Syrian Arab Rep.",2010,April,1
"New Zealand","Syrian Arab Rep.",2010,May,1
"New Zealand","Syrian Arab Rep.",2010,June,1
"New Zealand","Syrian Arab Rep.",2011,August,2
"New Zealand","Syrian Arab Rep.",2012,March,6
"New Zealand","Syrian Arab Rep.",2012,May,1
"New Zealand","Syrian Arab Rep.",2012,July,1
"New Zealand","Syrian Arab Rep.",2012,August,1
"New Zealand","Syrian Arab Rep.",2012,October,2
"New Zealand","Syrian Arab Rep.",2012,November,2
"New Zealand","Syrian Arab Rep.",2013,January,3
"New Zealand","Syrian Arab Rep.",2013,October,4
"New Zealand","Syrian Arab Rep.",2013,December,3
"New Zealand","Syrian Arab Rep.",2014,January,1
"New Zealand","Syrian Arab Rep.",2014,March,1
"New Zealand","Syrian Arab Rep.",2014,April,4
"New Zealand","Syrian Arab Rep.",2014,August,1
"New Zealand","Syrian Arab Rep.",2014,November,5
"New Zealand","Syrian Arab Rep.",2015,June,6
"New Zealand","Syrian Arab Rep.",2015,July,4
"New Zealand","Syrian Arab Rep.",2015,December,3
"New Zealand","Syrian Arab Rep.",2016,March,*
"New Zealand","Syrian Arab Rep.",2016,May,*
"New Zealand","Syrian Arab Rep.",2016,September,5
"New Zealand","Syrian Arab Rep.",2017,January,*
"New Zealand","Syrian Arab Rep.",2017,May,*
"New Zealand","Syrian Arab Rep.",2017,July,*
Poland,"Syrian Arab Rep.",2010,March,3
Poland,"Syrian Arab Rep.",2010,June,1
Poland,"Syrian Arab Rep.",2010,July,1
Poland,"Syrian Arab Rep.",2010,August,1
Poland,"Syrian Arab Rep.",2010,September,1
Poland,"Syrian Arab Rep.",2010,October,1
Poland,"Syrian Arab Rep.",2011,March,4
Poland,"Syrian Arab Rep.",2011,May,1
Poland,"Syrian Arab Rep.",2011,September,5
Poland,"Syrian Arab Rep.",2012,February,1
Poland,"Syrian Arab Rep.",2012,March,2
Poland,"Syrian Arab Rep.",2012,April,4
Poland,"Syrian Arab Rep.",2012,June,3
Poland,"Syrian Arab Rep.",2012,July,2
Poland,"Syrian Arab Rep.",2012,August,2
Poland,"Syrian Arab Rep.",2012,September,6
Poland,"Syrian Arab Rep.",2012,October,39
Poland,"Syrian Arab Rep.",2012,November,28
Poland,"Syrian Arab Rep.",2012,December,20
Poland,"Syrian Arab Rep.",2013,January,51
Poland,"Syrian Arab Rep.",2013,February,16
Poland,"Syrian Arab Rep.",2013,March,18
Poland,"Syrian Arab Rep.",2013,April,8
Poland,"Syrian Arab Rep.",2013,May,16
Poland,"Syrian Arab Rep.",2013,June,35
Poland,"Syrian Arab Rep.",2013,July,33
Poland,"Syrian Arab Rep.",2013,August,10
Poland,"Syrian Arab Rep.",2013,September,23
Poland,"Syrian Arab Rep.",2013,October,17
Poland,"Syrian Arab Rep.",2013,November,18
Poland,"Syrian Arab Rep.",2013,December,10
Poland,"Syrian Arab Rep.",2014,January,8
Poland,"Syrian Arab Rep.",2014,February,10
Poland,"Syrian Arab Rep.",2014,March,9
Poland,"Syrian Arab Rep.",2014,April,2
Poland,"Syrian Arab Rep.",2014,May,4
Poland,"Syrian Arab Rep.",2014,June,10
Poland,"Syrian Arab Rep.",2014,July,7
Poland,"Syrian Arab Rep.",2014,August,7
Poland,"Syrian Arab Rep.",2014,September,16
Poland,"Syrian Arab Rep.",2014,October,9
Poland,"Syrian Arab Rep.",2014,November,9
Poland,"Syrian Arab Rep.",2014,December,13
Poland,"Syrian Arab Rep.",2015,January,10
Poland,"Syrian Arab Rep.",2015,February,3
Poland,"Syrian Arab Rep.",2015,March,13
Poland,"Syrian Arab Rep.",2015,April,4
Poland,"Syrian Arab Rep.",2015,May,15
Poland,"Syrian Arab Rep.",2015,June,10
Poland,"Syrian Arab Rep.",2015,July,159
Poland,"Syrian Arab Rep.",2015,August,23
Poland,"Syrian Arab Rep.",2015,September,15
Poland,"Syrian Arab Rep.",2015,October,13
Poland,"Syrian Arab Rep.",2015,November,13
Poland,"Syrian Arab Rep.",2015,December,7
Poland,"Syrian Arab Rep.",2016,January,*
Poland,"Syrian Arab Rep.",2016,February,11
Poland,"Syrian Arab Rep.",2016,March,*
Poland,"Syrian Arab Rep.",2016,April,*
Poland,"Syrian Arab Rep.",2016,May,8
Poland,"Syrian Arab Rep.",2016,June,*
Poland,"Syrian Arab Rep.",2016,July,*
Poland,"Syrian Arab Rep.",2016,August,*
Poland,"Syrian Arab Rep.",2016,September,*
Poland,"Syrian Arab Rep.",2016,October,*
Poland,"Syrian Arab Rep.",2016,November,*
Poland,"Syrian Arab Rep.",2017,January,*
Poland,"Syrian Arab Rep.",2017,February,8
Poland,"Syrian Arab Rep.",2017,March,8
Poland,"Syrian Arab Rep.",2017,April,*
Poland,"Syrian Arab Rep.",2017,May,*
Portugal,"Syrian Arab Rep.",2012,May,2
Portugal,"Syrian Arab Rep.",2012,June,6
Portugal,"Syrian Arab Rep.",2012,August,3
Portugal,"Syrian Arab Rep.",2012,September,3
Portugal,"Syrian Arab Rep.",2012,October,1
Portugal,"Syrian Arab Rep.",2012,November,5
Portugal,"Syrian Arab Rep.",2013,January,7
Portugal,"Syrian Arab Rep.",2013,February,10
Portugal,"Syrian Arab Rep.",2013,March,3
Portugal,"Syrian Arab Rep.",2013,April,47
Portugal,"Syrian Arab Rep.",2013,May,2
Portugal,"Syrian Arab Rep.",2013,October,1
Portugal,"Syrian Arab Rep.",2013,December,76
Portugal,"Syrian Arab Rep.",2014,March,2
Portugal,"Syrian Arab Rep.",2014,May,1
Portugal,"Syrian Arab Rep.",2014,June,2
Portugal,"Syrian Arab Rep.",2014,July,2
Portugal,"Syrian Arab Rep.",2014,August,6
Portugal,"Syrian Arab Rep.",2014,September,2
Portugal,"Syrian Arab Rep.",2014,October,2
Portugal,"Syrian Arab Rep.",2014,December,1
Portugal,"Syrian Arab Rep.",2015,May,4
Portugal,"Syrian Arab Rep.",2015,June,2
Portugal,"Syrian Arab Rep.",2015,October,7
Portugal,"Syrian Arab Rep.",2015,November,5
Portugal,"Syrian Arab Rep.",2015,December,4
Portugal,"Syrian Arab Rep.",2016,January,*
Portugal,"Syrian Arab Rep.",2016,February,8
Portugal,"Syrian Arab Rep.",2016,March,52
Portugal,"Syrian Arab Rep.",2016,May,84
Portugal,"Syrian Arab Rep.",2016,June,97
Portugal,"Syrian Arab Rep.",2016,July,7
Portugal,"Syrian Arab Rep.",2016,September,88
Portugal,"Syrian Arab Rep.",2016,October,12
Portugal,"Syrian Arab Rep.",2016,November,37
Portugal,"Syrian Arab Rep.",2016,December,42
Portugal,"Syrian Arab Rep.",2017,January,136
Portugal,"Syrian Arab Rep.",2017,February,81
Romania,"Syrian Arab Rep.",2010,January,2
Romania,"Syrian Arab Rep.",2010,February,1
Romania,"Syrian Arab Rep.",2010,April,1
Romania,"Syrian Arab Rep.",2010,May,3
Romania,"Syrian Arab Rep.",2010,June,4
Romania,"Syrian Arab Rep.",2010,July,1
Romania,"Syrian Arab Rep.",2010,August,7
Romania,"Syrian Arab Rep.",2011,January,1
Romania,"Syrian Arab Rep.",2011,February,1
Romania,"Syrian Arab Rep.",2011,March,2
Romania,"Syrian Arab Rep.",2011,April,5
Romania,"Syrian Arab Rep.",2011,May,2
Romania,"Syrian Arab Rep.",2011,June,2
Romania,"Syrian Arab Rep.",2011,July,1
Romania,"Syrian Arab Rep.",2011,August,4
Romania,"Syrian Arab Rep.",2011,September,6
Romania,"Syrian Arab Rep.",2011,October,3
Romania,"Syrian Arab Rep.",2011,November,5
Romania,"Syrian Arab Rep.",2011,December,4
Romania,"Syrian Arab Rep.",2012,January,5
Romania,"Syrian Arab Rep.",2012,February,7
Romania,"Syrian Arab Rep.",2012,March,22
Romania,"Syrian Arab Rep.",2012,April,16
Romania,"Syrian Arab Rep.",2012,May,14
Romania,"Syrian Arab Rep.",2012,June,24
Romania,"Syrian Arab Rep.",2012,August,60
Romania,"Syrian Arab Rep.",2012,September,24
Romania,"Syrian Arab Rep.",2012,October,23
Romania,"Syrian Arab Rep.",2012,November,38
Romania,"Syrian Arab Rep.",2012,December,23
Romania,"Syrian Arab Rep.",2013,January,71
Romania,"Syrian Arab Rep.",2013,February,61
Romania,"Syrian Arab Rep.",2013,March,84
Romania,"Syrian Arab Rep.",2013,April,85
Romania,"Syrian Arab Rep.",2013,May,95
Romania,"Syrian Arab Rep.",2013,June,80
Romania,"Syrian Arab Rep.",2013,July,144
Romania,"Syrian Arab Rep.",2013,August,61
Romania,"Syrian Arab Rep.",2013,September,120
Romania,"Syrian Arab Rep.",2013,October,91
Romania,"Syrian Arab Rep.",2013,November,73
Romania,"Syrian Arab Rep.",2013,December,51
Romania,"Syrian Arab Rep.",2014,January,51
Romania,"Syrian Arab Rep.",2014,February,92
Romania,"Syrian Arab Rep.",2014,March,57
Romania,"Syrian Arab Rep.",2014,April,34
Romania,"Syrian Arab Rep.",2014,May,32
Romania,"Syrian Arab Rep.",2014,June,47
Romania,"Syrian Arab Rep.",2014,July,30
Romania,"Syrian Arab Rep.",2014,August,26
Romania,"Syrian Arab Rep.",2014,September,86
Romania,"Syrian Arab Rep.",2014,October,63
Romania,"Syrian Arab Rep.",2014,November,33
Romania,"Syrian Arab Rep.",2014,December,63
Romania,"Syrian Arab Rep.",2015,January,59
